"id","department","code","customer","main_address","del_address","date","credit_limit","contact","line_business","years_business","capital_invested","registration","type_organization","terms","mode_payment","credit_request","officer","officer_address","depository","account","contact_person","bank_contact","tag_","encoded","sales_officer","pricelist","area","terms_details","custom1","manual_code","approval","main_code","shared_to","company","tin","card_no","category","birthdate","gender","fax","email","officer_contact_no","contact_person_contact_no","acctng_officer","acctng_officer_contact_no","invoice","dr","discount","receipt_qty","trucking_name","trucking_address","trucking_contact_no","trucking_remarks","trucking_name2","trucking_address2","trucking_contact_no2","trucking_remarks2","trucking_name3","trucking_address3","trucking_contact_no3","trucking_remarks3","option1","option2","option3","other_address1","commission_rate1","commission_rate2","contact_person_email","print_no_price","contact_tel_no","acctng_contact_person","acctng_contact_number","acctng_email","owner_contact_person","owner_contact_number","owner_email","second_address","group_code","type_code","customer_type","agent_commission","remarks","inactive","order_days"
"241",,"240","Cotabato Fabric World","A. Dorotheo St. Cotabato City",,"0000-00-00",,"064-552-0519",,,,,,,,,,,,,"Peter Lo",,,,"DELFIN",,,"Net 60",,,,,,,,,,"0000-00-00",,,,,"064-552-0519",,,,"YES","LESS 5%","3 SETS W/ P.O","PAMBATO (FULL VALUE)",,,,,,,,,,,,,,,,"5%",,,,,,,,,,,,,,,"5",,,"30"
"242",,"241","Cotabato Montemart Inc.","Sinsuat Ave. Cotabato City",,"0000-00-00",,"064-421-2081",,,,,,,,,,,,,,,,,"DELFIN",,,"Net 60",,,,,,,"107-000-294-122",,,"0000-00-00",,"064-421-23-98",,,"064-421-2081",,,,"YES","LESS 5%","3 SETS W/ P.O","JADES CARGO","350 NEPA ST. ISLA DE BALUT, TONDO, MANILA",,,,,,,,,,,,,,,"5%",,,,,,,,,,,,,,,"5",,,"30"
"243",,"242","Country Mart","Mabini Session Road,",,"0000-00-00",,,,,,,,,,,,,,,,,,,"NARESH",,,,,,,,,,,,,"0000-00-00",,,,,,,,,,,,"AGLOLO'S FREIGHT SERVICES ","664 P.HERRERA ST. TONDO 242-5838",,,,,,,,,,,,,,,"5%",,,,,,,,,,,,,,,"5",,,"30"
"244",,"243","Crown Thriftmart","Butuan City",,"0000-00-00",,,,,,,,,,,,,,,,,,,"NARESH",,,,,,,,,,,,,"0000-00-00",,,,,,,,,"YES",,"WAYBILL","PAMBATO CARGO (30% VALUE)",,,,,,,,,,,,,,,,"5%",,,,,,,,,,,,,,,"5",,,"30"
"245",,"244","Cuas Trophies Athletic","183 Veteranos St.,",,"0000-00-00",,"0919-229-4790",,,,,,,,,,,,,,,,,"NARESH",,,"Net 60",,,,,,,,,,"0000-00-00",,,,,,,,,"YES",,"WAYBILL","JADES CARGO (HALF VALUE)",,,,,,,,,,,,,,,,"5%",,,,,,,,,,,,,,,"5",,,"30"
"246",,"245","CY Tinsmith","Sto. Cristo",,"0000-00-00",,,,,,,,,,,,,,,,,,,"JEORGE",,,"Net 60",,,,,,,,,,"0000-00-00",,,,,,,,,"YES",,"2 SETS W/ P.O",,,,,,,,,,,,,,,,,"5%",,,,,,,,,,,,,,,"5",,,"30"
"247",,"246","D Beam Gen. Mdse. Corp.","W. Pulmones Ave. Cor.",,"0000-00-00",,"062-214-1476/215-1558/0908-110-4115",,,,,,,,,"Dr.Bueniprudes Dy",,,,"Mrs.Esther Dy",,,,"NARESH",,,"Net 60",,,,,,," 141-129-119",,,"0000-00-00",,"062-2151831/062-215-1558","dbeammart@yahoo.com / dbeam_mart@yahoo.com","0920-797-6083",,,,,"YES",,,"DARWIN DY","LOT 4 BLK 4 RD 10 TONDO, MANILA or JUNIOR BLDG CORNER CAPULONG FOOTBRIDGE ROAD 10 BRGY. 105 TONDO MANILA","09327422677/ 09209051722/  (02)354-1864 /09186275219/09207976071/09305416989-ronron ","CALL FIRST BEFORE DELIVER/ schedule depends on the p.o",,,,,,,,,,,,,"5%",,,,,,,,,,,,,,,"5",,,"30"
"248",,"247","DADIANGAS CROWN BOOKSTORE INC.","ROXAS AVE COR ZAPOTE ST.,",,"0000-00-00",,"302-1861",,,,,,,,,,,,,"MAYA QUINSAY",,,"FLORES, SHIELA MARIE  - 10 November 2022 02:47:21","NARESH",,,,,,,,,,,,,"0000-00-00",,"083-552-3578",,,"083-552-2770",,,,"YES",,"3 SETS W/ P.O","SOLID LINES",,"FELIX DELAPNA",,,,,,,,,,,,,,"5%",,,,,,,,,,,,,,,"5",,,"30"
"249",,"248","Daet Supreme","Pob.Daet, Camarines Norte",,"0000-00-00",,,,,,,,,,,,,,,,,,,"LEO",,,"Net 60",,,,,,,,,,"0000-00-00",,,,,,,,,"YES","LESS 10%",,"D'ENGINEER TRUCKING"," #556 CAMBAST BINONDO MANILA",,,,,,,,,,,,,,,"5%",,,,,,,,,,,,,,,"5",,,"30"
"250",,"249","Davao Central Warehouse Club Inc.","Lapu-Lapu Cor. N. Torres St.",,"0000-00-00",,"563-7082",,,,,,,,,,,,,"Ms.Marimar/Ms.Nelmar/Ms.Madelyn(Davao)/Ms.Marissa( Manila)",,,,"ROCKY",,,"Net 60",,,,,,,,,,"0000-00-00",,"082-221-5049",,,"082-221-2275/224-0906/062-214-1476",,,,"YES",,"3 SETS W/ PO",,"1122 Cristobal St. Paco  (near unilever)",,,,,,,,,,,,,,,"5%",,,,,,,,,,,,,,,"5",,,"30"
"251",,"250","Davao Lucky Tinsmith",,,"0000-00-00",,,,,,,,,,,,,,,,,,,"NARESH",,,,,,,,,,,,,"0000-00-00",,,,,,,,,,,,,,,,,,,,,,,,,,,,"5%",,,,,,,,,,,,,,,"5",,,"30"
"252",,"251","Dei Properties","Unit B,21/Flr..,PET Plans Tower,Edsa",,"0000-00-00",,"(043) 711-1952( 1076 )/0949-183-9733/0943-462-2870",,,,,,,,,,,,,,,,,"MISHA",,,"Due on rece",,,,,,,,,,"0000-00-00",,,,,,,,,,,,"JV FM Truck","Jaboneros Cor. Camba St.,","0905-377-4167 c/o Nonoy RKU 943",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5",,,"30"
"253",,"252","Diamond Enterprise","Zamboanga City",,"0000-00-00",,,,,,,,,,,,,,,,,,,"NARESH",,,"Net 60",,,,,,,,,,"0000-00-00",,,,,,,,,"YES",,,,,,,,,,,,,,,,,,,"5%",,,,,,,,,,,,,,,"5",,,"30"
"254",,"253","Dine Asia Inc.",,,"0000-00-00",,,,,,,,,,,,,,,,,,,"OFFICE",,,,,,,,,,,,,"0000-00-00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5",,,"30"
"255",,"254","Dios Marketing","Lipa City",,"0000-00-00",,,,,,,,,,,,,,,,,,,"LEO",,,"Net 60",,,,,,,,,,"0000-00-00",,,,,,,,,"YES","LESS 10%",,,"VDA 141 - 618 SEVILLA ST. BINONDO ",,"7AM - 11AM",,,,,,,,,,,,,"5%",,,,,,,,,,,,,,,"5",,,"30"
"256",,"255","DIPOLOG CENTRAL TRADING  GEN. MDSE.","BALINTAWAK ST., DIPOLOG CITY",,"0000-00-00",,"065-212-2587/212-2268/0919-373-1740",,,,,,"60",,,"MARITZA VALLECER RATIFICAR",,,,"MS.EMMA VALLECER/ JANICE RATICAR",,,"LARA, ANGUELIC DIEGO - 23 December 2021 02:59:20","NARESH","PP",,"Net 60",,,,,,,"416-580-156-000",,,"0000-00-00",,"2126667/065-212-2268/065-212-2587","dcgtmi_01@yahoo.com/dctgm101@gmail.com",,"065-212-2587",,,,"YES",,"3 SETS W/ P.O","SEABORNE SHIPPING LINES","PIER 18 VITAS PORT, TONDO MANILA","945-4966/400-5195/ 245-5479 FAX 521-8588",,,,,,,,,,,,,,"5%",,,,,,,,,,,,,,,"5",,,"30"
"257",,"256","DIPOLOG SAVERS MART","E. CHAVEZ ST., DIPOLOG CITY",,"0000-00-00",,"0906-227-9722",,,,,,"60",,,"JOHNY LAO",,,,,,,"LARA, ANGUELIC DIEGO - 23 December 2021 03:02:44","NARESH","PP",,"Net 60",,,,,,,"928-973-908-000",,,"0000-00-00",,"065-212-2345","johnnylao23@gmail.com","0922-807-2223","065-212-2345",,,,"YES","LESS 10%","3 SETS W/ P.O","SEABORNE SHIPPING LINES","2165 RODRIGUEZ BALUT, TONDO MANILA ","233-4761/252-5237/254-4501/521-8588",,,,,,,,,,,,,,"5%",,,,,,,,,,,,,,,"5",,,"30"
"258",,"257","DIPOLOG SUPERMART","RIZAL AVENUE, DIPOLOG CITY",,"0000-00-00",,"0968-890-1269 / 0942-354-2876",,,,,,"120",,,,,,,"MS. LORELIE AGURA",,,"FLORES, SHIELA MARIE  - 10 November 2022 02:56:30","NARESH","PP",,"120 DAYS",,,,,,,"005-411-755-000",,,"0000-00-00",,"065-212-8836","dsm_2003@yahoo.com ",,"065-212-8836/8802",,,,"YES",,"3 SETS W/ P.O","SEABORNE SHIPPING LINES","FELIX DELA PENA TONDO, MLA.","YOLLY TIU-634-4107","CALL FIRST BEFORE DELIVER.",,,,,,,,,,,,,"5%",,,,,,,,,,,,,,,"5",,,"30"
"259",,"258","Discovery","Novaliches",,"0000-00-00",,,,,,,,,,,,,,,,,,,"JEORGE",,,"Due on rece",,,,,,,,,,"0000-00-00",,,,,"376-0017",,,,"YES",,"2 SETS W/ P.O",,,,,,,,,,,,,,,,,"5%",,,,,,,,,,,,,,,"5",,,"30"
"260",,"259","DONG  VILMAS","GAPAN, NUEVA EJICA",,"0000-00-00",,,,,,,,,,,,,,,,,,"FLORES, SHIELA MARIE  - 10 November 2022 03:17:52","JEORGE",,,,,,,,,,,,,"0000-00-00",,,,,,,,,"YES",,"2 SETS W/ P.O","A.CALICA CARGO","3 FRANCISCO ST. CALOOCAN CITY 361-6562",,,,,,,,,,,,,,,"5%",,,,,,,,,,,,,,,"5",,,"30"
"261",,"260","Donlyn Merchandise","4979 Enrique St. Palanan Makati City",,"0000-00-00",,,,,,,,,,,,,,,"Mr.Donato Sy",,,,"ISHWAR",,,"Net 60",,,,,,,"109-212-399-000",,,"0000-00-00",,"550-1340","donlyn_merchandise@yahoo.com",,"987-9817/550-1630/550-1577/550-1561/340-4979/0922-8175543/0977-8212663",,,,"YES",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5",,,"30"
"262",,"261","Dreamville Supermarket Inc.","Zone 8 Ayala, Zamboanga City",,"0000-00-00",,,,,,,,,,,,,,,,,,,"ROCKY",,,,,,,,,,,,,"0000-00-00",,,,,"062-982-0216",,,,,,"WAYBILL","DJ CARGO",,,,,,,,,,,,,,,,"5%",,,,,,,,,,,,,,,"5",,,"30"
"263",,"262","E. B. Valenzuela","Catbalogan, Samar",,"0000-00-00",,,,,,,,,,,,,,,,,,,"NARESH",,,,,,,,,,,,,"0000-00-00",,,,,,,,,"YES",,,"KHEN CARGO","#2009 SEVERINO REYES ST. STA. CRUZ, MANILA"," 495-2581",,,,,,,,,,,,,,"5%",,,,,,,,,,,,,,,"5",,,"30"
"264",,"263","E.C. Cereno Global Trading","Calbayog City",,"0000-00-00",,,,,,,,,,,,,,,,,,,"NARESH",,,,,,,,,,,,,"0000-00-00",,,,,,,,,"YES",,,"T2 TRUCKING ","P.GUEVARA COR. ALVAREZ ST. STA. CRUZ MANILA  314-6599",,,,,,,,,,,,,,,"5%",,,,,,,,,,,,,,,"5",,,"30"
"265",,"264","E.R RODENAS GEN. MDSE.","STA. CRUZ, MARINDUQUE",,"0000-00-00",,,,,,,,,,,,,,,,,,"FLORES, SHIELA MARIE  - 10 November 2022 03:21:15","JEORGE",,,,,,,,,,,,,"0000-00-00",,,,,,,,,"YES",,"2 SETS W/ P.O","ARZEN TRUCKING","ASUNCION ST. TONDO MANILA (@ THE BACK OF PETRON CMPD.)","09194199614- ARIEL ","WED  SAT.",,,,,,,,,,,,,"5%",,,,,,,,,,,,,,,"5",,,"30"
"266",,"265","Eds - Empire Pest Control",,,"0000-00-00",,,,,,,,,,,,,,,,,,,"OFFICE",,,"Net 60",,,,,,,,,,"0000-00-00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5",,,"30"
"267",,"266","Eduhome Enterprises","Surigao City",,"0000-00-00",,,,,,,,,,,,,,,,,,,"NARESH",,,,,,,,,,,,,"0000-00-00",,,,,,,,,"YES",,,"TRANSWORLD BROKERAGE CORP","STA.TERESITA DRIVE BAGUMBAYAN, TAGUIG CITY","837-3064",,,,,,,,,,,,,,"5%",,,,,,,,,,,,,,,"5",,,"30"
"268",,"267","El Chupa Cabra- Melo",,,"0000-00-00",,,,,,,,,,,,,,,,,,,"SANJ",,,"Due on rece",,,,,,,,,,"0000-00-00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5",,,"30"
"269",,"268","El Jam","# 29 Commercial Gate",,"0000-00-00",,"0917-749-5717",,,,,,,,,,,,,"Ms.Nene",,,,"SANJ",,,,,,,,,,"000-148-285-00000",,,"0000-00-00",,,,,"407-6454",,,,"YES",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5",,,"30"
"270",,"269","ELENA V. CO. HARDWARE","COTABATO CITY",,"0000-00-00",,"064-421-4090/064-421-4136",,,,,,,,,,,,,"MR.ONGPIN",,,"FLORES, SHIELA MARIE  - 10 November 2022 03:24:26","NARESH",,,,,,,,,,"205-412-358-00000",,,"0000-00-00",,,,,"0916-467-9685",,,,"YES",,"WAYBILL","SOLID SHIPPING LINES ",,,,"JADES CARGO","NEPA ST. TONDO MANILA",,,,,,,,,,,"5%",,,,,,,,,,,,,,,"5",,,"30"
"271",,"270","ELINAS ENTERPRISES","TUGUEGARAO CITY",,"0000-00-00",,"09176253752/078-844-8576",,,,,,"120",,,,,,,"MS.LINA",,,"FLORES, SHIELA MARIE  - 10 November 2022 03:23:16","JESUS","PP",,"120 DAYS",,,,,,,"203-948-737-000",,,"0000-00-00",,,,,,,,,"YES","LESS 10%","3 SETS W/ P.O","EIN TRUCKING ","227B MAYON ST. AMORANTO Q.C"," 784-2350/410-1599/09287611453/09232420703/ 410-1599",,"ALANZALON TRUCKING","145-A F. ROXAS ST. 5TH AVE., CALOOCAN CITY","9178694434",,,,,,,,,,"5%",,,,,,,,,,,,,,,"5",,,"30"
"272",,"271","ELLENS FOOTWEAR","SAN JOSE, OCCIDENTAL MINDORO",,"0000-00-00",,,,,,,,"120",,,,,,,,,,"FLORES, SHIELA MARIE  - 10 November 2022 03:25:00","JEORGE","PP",,"120 DAYS",,,,,,,,,,"0000-00-00",,,,,,,,,"YES",,"2 SETS W/ P.O",,"A.RIVERA COR BAMBANG","09216483387- MR. JULIUS/ TRUCK NO. 030102 / 09270772588-JOGIE /NOYNOY ","CALL THE AGENT FIRST FOR TRUCKING SCHEDULE.",,,,,,,,,,,,,"5%",,,,,,,,,,,,,,,"5",,,"30"
"273",,"272","Elma Glassware","142 Pasig Market",,"0000-00-00",,,,,,,,,,,,,,,,,,,"SANJ",,,"Net 30",,,,,,,,,,"0000-00-00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5",,,"30"
"274",,"273","EMILUS MART INC.","RFC MALL MOLINO II, BACOOR CAVITE",,"0000-00-00",,"(046) 0477-0494",,,,,,"60",,,,,,,"MS.SHIRLEY/ MS. GLORIA ZABALA",,,"LARA, ANGUELIC DIEGO - 23 December 2021 03:16:57","ANTHONY","MP",,"Net 90",,,,,,,"223-576-797-001",,,"0000-00-00",,,"glzabala.emilus@gmail.com",,"(046)0477-0494",,,"YES",,"LESS 10%","3SETS W/ PO","DIRECT STORE ",,,"RECEIVING HOURS FROM 8AM- 3PM ONLY OTHERWISE THEY WILL CHARGE THE OVERTIME /ATTACH THE P.O FORM UPON DEL. OTHERWISE THEY WILL CHARGE 50 PESOS PER PAGE ",,,,,,,,,,,,,"1.50%",,,,,,,,,,,,,,,"5",,,"30"
"275",,"274","Engies Glassware Laoag Pub. Market","Laoag City, Ilocos Norte",,"0000-00-00",,,,,,,,,,,,,,,,,,,"JEORGE",,,"Net 60",,,,,,,,,,"0000-00-00",,,,,"0922-448-8994",,,,"YES",,"3SETS W/ PO","DBA TRUCKING ",,,,,,,,,,,,,,,,"5%",,,,,,,,,,,,,,,"5",,,"30"
"276",,"275","ER SUPERMALL INC.","MATTI DAVAO ORIENTAL",,"0000-00-00",,,,,,,,,,,,,,,"ZENAIDA RAMIREZ",,,"FLORES, SHIELA MARIE  - 10 November 2022 03:40:01","DELFIN",,,,,,,,,,,,,"0000-00-00",,,,,"0917-303-6107",,,,"YES",,"3 SETS W/ P.O","BIGGER FREIGHT CY5/ CY7/        FIESTA YARD","511 H. LOPEZ BALOT TONDO","09253034157--56 -JR / FIESTA YARD- 0925-3034156 / 0925-3034157","CALL BEFORE DELIVER / TUESDAY AND THUR ONLY"," FIESTA YARD ",,,,,,,,,,,,"5%",,,,,,,,,,,,,,,"5",,,"30"
"277",,"276","Essel Supermarket","San Fernando, Pampanga",,"0000-00-00",,,,,,,,,,,,,,,,,,,"JEORGE",,,"Net 60",,,,,,,,,,"0000-00-00",,,,,"045-887-3053",,,"YES",,"LESS 5 %","2 SETS W/ P.O","GUZMAN TRUCKING ","998 JUAN LUNA ST. TONDO MANILA ","245-1025; 045-322-7242/888-2111",,,,,,,,,,,,,,"5%",,,,,,,,,,,,,,,"5",,,"30"
"278",,"277","EVANES","NAGA CITY",,"0000-00-00",,,,,,,,,,,,,,,,,,"ROGEL, CHARISSA ANN TOLING - 28 July 2022 09:25:31","LEO",,,,,,,,,,,,,"0000-00-00",,,,,,,,,,,,"LANDWAY TRUCKING","1613 A. RIVERA ST. TONDO, MANILA","02-254-0309",,,,,,,,,,,,,,"5%",,,,,,,,,,,,,,,"5",,,"30"
"279",,"278","EVER COMMONWEALTH CENTER - COMMONWEALTH","COMMONWEALTH",,"0000-00-00",,,,,,,,,,,,,,,"0925-365-3456-LANIE",,,"BARRIZO, ROCEL N/A - 02 September 2022 11:57:46","ANTHONY",,,,,,,,,,"002-925-972-000",,,"0000-00-00",,,,,"0925-365-3456-LANIE",,,"YES",,"LESS 1%","3 SETS W/ P.O","DIRECT DELIVER",,,,,,,,,,,,,,,,"1.50%",,,,,,,,,,,,,,,"5",,,"30"
"280",,"279","Everday Gen.Mdse","Binondo,Manila",,"0000-00-00",,,,,,,,,,,,,,,,,,,"ISHWAR",,,,,,,,,,,,,"0000-00-00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5",,,"30"
"281",,"280","FA",,,"0000-00-00",,,,,,,,,,,,,,,,,,,"ANTHONY",,,"CONCESSION ",,,,,,,"243-118-293-002",,,"0000-00-00",,,,,,,,,,,,"DIRECT DELIVER",,,,,,,,,,,,,,,,"1%",,,,,,,,,,,,,,,"5",,,"30"
"282",,"281","FAB",,,"0000-00-00",,,,,,,,,,,,,,,,,,,"ANTHONY",,,"CONCESSION ",,,,,,,,,,"0000-00-00",,,,,,,,,,,,"DIRECT DELIVER",,,,,,,,,,,,,,,,"1%",,,,,,,,,,,,,,,"5",,,"30"
"283",,"282","FGS",,,"0000-00-00",,,,,,,,,,,,,,,,,,,"ANTHONY",,,"CONCESSION ",,,,,,,"243-118-293-00",,,"0000-00-00",,,,,,,,,,,,"DIRECT DELIVER",,,,,,,,,,,,,,,,"1%",,,,,,,,,,,,,,,"5",,,"30"
"284",,"283","FSJDMB",,,"0000-00-00",,"0922-835-7697",,,,,,,,,,,,,,,,,"ANTHONY",,,"Net 60",,,,,,,"243-118-293-013",,,"0000-00-00",,,,,,,,,,,,,,,,,,,,,,,,,,,,"1%",,,,,,,,,,,,,,,"5",,,"30"
"285",,"284","FIT MART GROUP - GENERAL SANTOS","GENERAL SANTOS",,"0000-00-00",,,,,,,,,,,,,,,"BINO KIRONG",,,"FLORES, SHIELA MARIE  - 10 November 2022 03:42:55","DELFIN",,,,,,,,,,,,,"0000-00-00",,,,,,,,,"YES",,"3 SETS W/ P.O","OCEANIC","PIER 18 NEAR TO GO","LINO-09052223601",,,,,,,,,,,,,,"5%",,,,,,,,,,,,,,,"5",,,"30"
"286",,"285","FIT MART GROUP - TACURONG","TACURONG",,"0000-00-00",,"0922-835-7697",,,,,,,,,,,,,"BINO KIRONG",,,"FLORES, SHIELA MARIE  - 10 November 2022 03:45:24","MIKE/LEO",,,,,,,,,,,,,"0000-00-00",,"083-554-2681",,,"083-554-2680",,,,"YES",,,"OCEANIC","2GO SM HYPERMART","LINO-09052223601",,,,,,,,,,,,,,"4%","1%",,,,,,,,,,,,,,"5",,,"30"
"287",,"286","FIT MART GROUP - MARBEL","KORONADAL, SOUTH COTABATO",,"0000-00-00",,,,,,,,,,,,,,,,,,"FLORES, SHIELA MARIE  - 10 November 2022 03:47:22","ROCKY",,,,,,,,,,,,,"0000-00-00",,,"tacurongfitmart@gmail.com",,"064-2005706","Ms.Michelle","083-228-3575",,"YES",,,"2GO","2GO SM HYPERMART BINO KIRONG ","925-358-9227/ BINO KIRONG - 0925-358-9228",,,,,,,,,,,,,,"5%",,,,,,,,,,,,,,,"5",,,"30"
"288",,"287","Fit Mart Inc. - FMS","POLOMOLOK, GEN SAN",,"0000-00-00",,,,,,,,,,,,,,,,,,,"ROCKY",,,"Net 60",,,,,,,,,,"0000-00-00",,,,,,,,,"YES",,,,,,,,,,,,,,,,,,,"5%",,,,,,,,,,,,,,,"5",,,"30"
"289",,"288","Fit Mart Inc. - PFM",,,"0000-00-00",,,,,,,,,,,,,,,,,,,"ROCKY",,,"Net 60",,,,,,,,,,"0000-00-00",,,,,,,,,"YES",,,,,,,,,,,,,,,,,,,"5%",,,,,,,,,,,,,,,"5",,,"30"
"290",,"289","FIVE STAR COMMERCIAL","CALBAYOG CITY",,"0000-00-00",,,,,,,,,,,,,,,"MR. ALLADIN",,,"FLORES, SHIELA MARIE  - 10 November 2022 03:48:51","NARESH",,,,,,,,,,,,,"0000-00-00",,,"magicsolare@gmail.com",,"9178801748",,,"YES",,,"3 SETS W/ P.O","JNJ TRUCKING","98 NICANOR RAMIRES ST. BRGY. SAN ISIDRO GALAS QC"," 314-6599",,,,,,,,,,,,,,"5%",,,,,,,,,,,,,,,"5",,,"30"
"291",,"290","Flavours by Vanas","Makati",,"0000-00-00",,"(043) 491-1037/491-4046",,,,,,,,,,,,,"Ms.Sonia",,,,"MISHA",,,"Due on rece",,,,,,,,,,"0000-00-00",,,,,"0917-523-6531",,,,"YES",,,"AVT","1810 Blumentritt Road Retiro St., Sampaloc, Manila","414-7858",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5",,,"30"
"292",,"291","FLORDELIZE GLASSWARE","82C DE GUZMAN ST. COR. P.ZAMORA POBLACION STA. MARIA BULACAN","82C DE GUZMAN ST. COR. P.ZAMORA POBLACION STA. MARIA BULACAN/Direct deliver","0000-00-00",,"0923-112-9150",,,,,,"60",,,,,,,"JOSIE HALILI",,,"LARA, ANGUELIC DIEGO - 04 May 2021 08:35:36","JEORGE","pp",,"Net 60",,,,,,,,,,"0000-00-00",,,,,"044-641-1869/641-2241",,,,"YES",,,,,,,,,,,,,,,,,,,"5%",,,,,,,,,,,,,,,"5",,,"30"
"293",,"292","FM Sanchez General Merchandise","#99 NATIONAL ROAD, MAMBURAO OCCIDENTAL MINDORO",,"0000-00-00",,"0917-809-9173",,,,,,,,,,,,,"Larry Sanchez",,,,"JEORGE",,,"Net 60",,,,,,,,,,"0000-00-00",,,,,,,,,"YES",,"2 SETS W/ P.O","VENSIEL TRUCKING","ASUNCION ST. TONDO MANILA (@ THE BACK OF PETRON CMPD.)","9152209838","SATURDAY only",,,,,,,,,,,,,"5%",,,,,,,,,,,,,,,"5",,,"30"
"294",,"293","Fort Bonifacio Dev. Corp","APMC Admin office,LG C2 Bldg. 28th",,"0000-00-00",,,,,,,,,,,,,,,,,,,"MISHA",,,"Net 30",,,,,,,,,,"0000-00-00",,,,,,,,,"YES",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5",,,"30"
"295",,"294","FRIENDSHIP SUPERMARKET - MUNOZ","MU?OZ, NUEVA ECIJA",,"0000-00-00",,,,,,,,,,,,,,,,,,"FLORES, SHIELA MARIE  - 10 November 2022 03:50:19","LEO",,,,,,,,,,,,,"0000-00-00",,,,,,,,,"YES","LESS 10%","2 SETS W/ P.O","A. CALICA TRUCKING -"," 3 FRANCISCO ST. CALOOCAN U.E PUREGOLD MONUMENTO ","361-65-62",,,,,,,,,,,,,,"5%",,,,,,,,,,,,,,,"5",,,"30"
"296",,"295","FRIENDSHIP SUPERMARKET - TALAVERA","SAN JOSE NUEVA ECIJA",,"0000-00-00",,,,,,,,,,,,,,,,,,"FLORES, SHIELA MARIE  - 10 November 2022 03:51:49","LEO",,,,,,,,,,,,,"0000-00-00",,,,,"0917-523-6531/0927-342-0144",,,,"YES","LESS 10%","2 SETS W/ P.O",,"120 CAIMITO ST. BRGY. 180 CALOOCAN CITY","361-65-62/09956333675/09282863134",,,,,,,,,,,,,,"5%",,,,,,,,,,,,,,,"5",,,"30"
"297",,"296","Friendship Supermarket - Guimba","GUIMBA, NUEVA ECIJA",,"0000-00-00",,,,,,,,,,,,,,,,,,,"LEO",,,"Net 60",,,,,,,,,,"0000-00-00",,,"frienshipmu?oz101@yahoo.com",,,,,,"YES","LESS 10%",,,,,,,,,,,,,,,,,,"5%",,,,,,,,,,,,,,,"5",,,"30"
"298",,"297","Friendship Supermarket - San Jose","SAN JOSE, NUEVA ECIJA",,"0000-00-00",,,,,,,,,,,,,,,,,,,"LEO",,,"Net 60",,,,,,,,,,"0000-00-00",,,,,,,,,"YES","LESS 10%","2 SETS W/ P.O","A. CALICA TRUCKING -"," #3 FRANCISCO ST. CALOOCAN U.E PUREGOLD MONUMENTO ","361-65-62",,,,,,,,,,,,,,"5%",,,,,,,,,,,,,,,"5",,,"30"
"299",,"298","FRIENDSHIP SUPERMART - ROSARIO","ROSARIO LA UNION",,"0000-00-00",,,,,,,,,,,,,,,,,,"FLORES, SHIELA MARIE  - 10 November 2022 03:53:31","LEO",,,,,,,,,,,,,"0000-00-00",,,,,,,,,"YES","LESS 10%",,," 3 FRANCISCO ST. CALOOCAN U.E PUREGOLD MONUMENTO ",,,,,,,,,,,,,,,"5%",,,,,,,,,,,,,,,"5",,,"30"
"300",,"299","FYT Hardware Corporation","Capstrano Cor. Mabini St. Ozamiz City",,"0000-00-00",,"521-02-46",,,,,,,,,,,,,"Mr.Ben Tan",,,,"MIKE/LEO",,,"Net 60",,,,,,,,,,"0000-00-00",,,"fythardwarecorp.2@gmail.com",,,,,,"YES","LESS 10%",,"JADES CARGO",,,,,,,,,,,,,,,,"4%","1%",,,,,,,,,,,,,,"5",,,"30"
"301",,"300","G. MERCADOS MARKETING","BUCANO STO.NINO, GAPAN, NUEVA ECIJA",,"0000-00-00",,"044-486-4173/3330943",,,,,,,,,,,,,,,,"FLORES, SHIELA MARIE  - 10 November 2022 03:55:13","LEO",,,,,,,,,,,,,"0000-00-00",,"JUVY PIOQUINTO",,,,,,,"YES",,,"GUZMAN TRUCKING",,"731-5429",,"A. CALICA CARGO","03 FRANCISCO ST. CALOOCAN CITY ","361-6562",,"ASCENDANT TRUCKING SERVICES","1422-20 STA CRUZ, GELINOS ST., MANILA",,,,,,,"5%",,,,,,,,,,,,,,,"5",,,"30"
